url,status,title,language,canonical,robots,inSitemap,reachableFromHome,matchesLocalDist
https://paloframework.org/PALO_DocumentationLibrary.html,200,PALO Documentation Library,en,https://paloframework.org/PALO_DocumentationLibrary.html,,True,True,True
https://paloframework.org/PALO_FRIA.html,200,FRIA - Fundamental Rights Impact Assessment | PALO Framework,en,https://paloframework.org/PALO_FRIA.html,,True,True,True
https://paloframework.org/PALO_Guide.html,200,PALO Guide | Find the Next Accountable Step,en,https://paloframework.org/PALO_Guide.html,"index, follow",True,True,True
https://paloframework.org/PALO_HumanAgencyRiskMap.html,200,Human Agency Risk Map | PALO Framework,en,https://paloframework.org/PALO_HumanAgencyRiskMap.html,"index, follow",True,True,True
https://paloframework.org/PALO_HumanAgencyRiskMap_IT.html,200,Mappa dei Rischi per l'Autonomia Umana | PALO Framework,it,https://paloframework.org/PALO_HumanAgencyRiskMap_IT.html,"index, follow",True,True,True
https://paloframework.org/PALO_KPIGenerator.html,200,KPI Generator | PALO Framework,en,https://paloframework.org/PALO_KPIGenerator.html,"index, follow",True,True,True
https://paloframework.org/PALO_ModelCanvasAI.html,200,PALO AI Business Model Canvas,en,https://paloframework.org/PALO_ModelCanvasAI.html,,True,True,True
https://paloframework.org/PALO_OWASPGenAI2026.html,200,OWASP GenAI / LLM Top 10 2026 x PALO,en,https://paloframework.org/PALO_OWASPGenAI2026.html,"index, follow",True,True,True
https://paloframework.org/PALO_Observatories.html,200,Observatories | PALO Framework,en,https://paloframework.org/PALO_Observatories.html,"index, follow",True,True,True
https://paloframework.org/PALO_PlatformMap.html,200,Platform Map | PALO Framework,en,https://paloframework.org/PALO_PlatformMap.html,"index, follow",True,True,True
https://paloframework.org/PALO_PoisoningStudy.html,200,The Poisoning Boomerang - PALO Framework Module,en,https://paloframework.org/PALO_PoisoningStudy.html,"index, follow",True,True,True
https://paloframework.org/PALO_Recognition.html,200,Recognition & Evidence Ledger | PALO Framework,en,https://paloframework.org/PALO_Recognition.html,"index, follow",True,True,True
https://paloframework.org/PALO_RegulatoryWatch.html,200,Regulatory Watch 2026 | PALO Framework,en,https://paloframework.org/PALO_RegulatoryWatch.html,"index, follow",True,True,True
https://paloframework.org/PALO_RiskTiering.html,200,Risk Tiering Calculator | PALO Framework,en,https://paloframework.org/PALO_RiskTiering.html,"index, follow",True,True,True
https://paloframework.org/PALO_TechTrends2026.html,200,2026 Tech Trends Observatory | PALO Framework,en,https://paloframework.org/PALO_TechTrends2026.html,"index, follow",True,True,True
https://paloframework.org/PALO_VerificationNote.html,200,PALO Release Verification Record | PALO Framework,en,https://paloframework.org/PALO_VerificationNote.html,,True,True,True
https://paloframework.org/PALO_VibeCoding.html,200,Enterprise Security & Governance for AI-Assisted Software Development Environments | PALO Framework,en,https://paloframework.org/PALO_VibeCoding.html,"index, follow",True,True,True
https://paloframework.org/SECURITY.html,200,Security Policy | PALO Documentation,en,https://paloframework.org/SECURITY.html,"index,follow",False,True,True
https://paloframework.org/accessibility.html,200,Accessibility Statement | PALO Framework,en,https://paloframework.org/accessibility.html,,True,True,True
https://paloframework.org/designs/theory-to-practice-infographic/,200,Find your PALO path | Operationalization Explorer,en,https://paloframework.org/designs/theory-to-practice-infographic/,"index, follow",True,True,True
https://paloframework.org/designs/theory-to-practice-infographic/narrative.html,200,From Theory to Operationalization | PALO Framework,en,https://paloframework.org/designs/theory-to-practice-infographic/narrative.html,,False,True,True
https://paloframework.org/designs/theory-to-practice-infographic/workflow.html,200,PALO Operationalization Map | Weighted Workflow,en,https://paloframework.org/designs/theory-to-practice-infographic/workflow.html,,False,True,True
https://paloframework.org/docs/activation-freeze-2026-08.html,200,PALO activation freeze | PALO Documentation,en,https://paloframework.org/docs/activation-freeze-2026-08.html,"index,follow",False,True,True
https://paloframework.org/docs/community/activation-window-2026-08.html,200,Allowed is not verified: five-day activation window | PALO Documentation,en,https://paloframework.org/docs/community/activation-window-2026-08.html,"index,follow",False,True,True
https://paloframework.org/docs/community/changed-because-of-feedback.html,200,Changed because of feedback | PALO Documentation,en,https://paloframework.org/docs/community/changed-because-of-feedback.html,"index,follow",False,True,True
https://paloframework.org/docs/community/channel-policy.html,200,PALO community channel policy | PALO Documentation,en,https://paloframework.org/docs/community/channel-policy.html,"index,follow",False,True,True
https://paloframework.org/docs/community/founding-review-program.html,200,PALO founding review program | PALO Documentation,en,https://paloframework.org/docs/community/founding-review-program.html,"index,follow",False,True,True
https://paloframework.org/docs/community/n8n-architecture-preview-post.html,200,n8n Community Discussion Draft | PALO Documentation,en,https://paloframework.org/docs/community/n8n-architecture-preview-post.html,"noindex,follow",False,True,True
https://paloframework.org/docs/community/palo-ai-feedback-design-partner-form.html,200,PALO-AI developer-preview feedback and design-partner intake | PALO Documentation,en,https://paloframework.org/docs/community/palo-ai-feedback-design-partner-form.html,"index,follow",False,True,True
https://paloframework.org/docs/community/palo-microsoft-agt-interoperability-proposal.html,200,PALO publishes a vendor-neutral outcome-assurance adapter for Microsoft AGT | PALO Documentation,en,https://paloframework.org/docs/community/palo-microsoft-agt-interoperability-proposal.html,"index,follow",False,True,True
https://paloframework.org/docs/owasp-genai-llm-top-10-2026-security-crosswalk.html,200,OWASP GenAI / LLM Top 10 2026: PALO Security Crosswalk and Governance | PALO Documentation,en,https://paloframework.org/docs/owasp-genai-llm-top-10-2026-security-crosswalk.html,"index,follow",True,True,True
https://paloframework.org/docs/p1-case-file-and-migration.html,200,PALO case file and evidence bundle v1 | PALO Documentation,en,https://paloframework.org/docs/p1-case-file-and-migration.html,"index,follow",False,True,True
https://paloframework.org/docs/p2-adoption-integration-index.html,200,P2 adoption and integration index | PALO Documentation,en,https://paloframework.org/docs/p2-adoption-integration-index.html,"index,follow",False,True,True
https://paloframework.org/docs/p2-connector-patterns.html,200,Vendor-neutral connector patterns | PALO Documentation,en,https://paloframework.org/docs/p2-connector-patterns.html,"index,follow",False,True,True
https://paloframework.org/docs/p2-dependency-inventory.html,200,Dependency and license inventory | PALO Documentation,en,https://paloframework.org/docs/p2-dependency-inventory.html,"index,follow",False,True,True
https://paloframework.org/docs/p2-module-contracts.html,200,P2 module contracts | PALO Documentation,en,https://paloframework.org/docs/p2-module-contracts.html,"index,follow",False,True,True
https://paloframework.org/docs/p2-publication-hygiene.html,200,P2 publication hygiene | PALO Documentation,en,https://paloframework.org/docs/p2-publication-hygiene.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-adoption-paths.html,200,PALO-AI Adoption Paths | PALO Documentation,en,https://paloframework.org/docs/palo-ai-adoption-paths.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-cloud-reference-architecture.html,200,PALO-AI Cloud Reference Architecture | PALO Documentation,en,https://paloframework.org/docs/palo-ai-cloud-reference-architecture.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-community-and-market-entry.html,200,PALO-AI Community and Market-Entry Plan | PALO Documentation,en,https://paloframework.org/docs/palo-ai-community-and-market-entry.html,"noindex,follow",False,True,True
https://paloframework.org/docs/palo-ai-full-cycle-assurance.html,200,PALO-AI v2.7 - Full-Cycle and Data-Assurance Guide | PALO Documentation,en,https://paloframework.org/docs/palo-ai-full-cycle-assurance.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-github-copy.html,200,PALO-AI Governance Hub - GitHub copy draft | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-hub-github-copy.html,"noindex,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-launch-plan.html,200,"PALO-AI Governance Hub - status, gaps and staged launch plan | PALO Documentation",en,https://paloframework.org/docs/palo-ai-governance-hub-launch-plan.html,"noindex,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-product-spec.html,200,PALO-AI Governance Hub - Product Specification | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-hub-product-spec.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-status.html,200,PALO-AI Governance Hub - Delivery Status | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-hub-status.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-user-guide.html,200,PALO-AI Governance Hub - User and Interaction Guide | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-hub-user-guide.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-hub-workflows.html,200,PALO-AI Governance Hub - Workflow and Diagram Specification | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-hub-workflows.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-governance-integration-guide.html,200,PALO-AI Governance Integration Guide | PALO Documentation,en,https://paloframework.org/docs/palo-ai-governance-integration-guide.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-n8n-alpha-test-report.html,200,PALO-AI n8n Alpha Test Report | PALO Documentation,en,https://paloframework.org/docs/palo-ai-n8n-alpha-test-report.html,"noindex,follow",False,True,True
https://paloframework.org/docs/palo-ai-n8n-governance-control-plane.html,200,PALO-AI Governance Control Plane for n8n and Agentic Automation Platforms | PALO Documentation,en,https://paloframework.org/docs/palo-ai-n8n-governance-control-plane.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-n8n-launch-playbook.html,200,PALO-AI for n8n - Presentation and Launch Playbook | PALO Documentation,en,https://paloframework.org/docs/palo-ai-n8n-launch-playbook.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-n8n-publication-status.html,200,PALO-AI n8n architecture preview - publication status | PALO Documentation,en,https://paloframework.org/docs/palo-ai-n8n-publication-status.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-production-readiness-plan.html,200,PALO-AI production-readiness plan | PALO Documentation,en,https://paloframework.org/docs/palo-ai-production-readiness-plan.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-security-assurance-and-scale.html,200,PALO-AI Security Assurance and Scale Plan | PALO Documentation,en,https://paloframework.org/docs/palo-ai-security-assurance-and-scale.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-state-of-the-art-radar-2026-08.html,200,PALO-AI State-of-the-Art Radar - agosto 2026 | PALO Documentation,en,https://paloframework.org/docs/palo-ai-state-of-the-art-radar-2026-08.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-ai-vps-deployment.html,200,PALO-AI Online VPS Deployment | PALO Documentation,en,https://paloframework.org/docs/palo-ai-vps-deployment.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-data-assurance-control-plane.html,200,PALO Data Assurance Control Plane | PALO Documentation,en,https://paloframework.org/docs/palo-data-assurance-control-plane.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-external-agentic-evidence.html,200,PALO external agentic evidence | PALO Documentation,en,https://paloframework.org/docs/palo-external-agentic-evidence.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-guide-agent-and-mcp.html,200,PALO Guide Agent and MCP Integration | PALO Documentation,en,https://paloframework.org/docs/palo-guide-agent-and-mcp.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-knowledge-copilot-integrations.html,200,PALO Knowledge Copilot: integrazioni MCP Reader e Curator | PALO Documentation,en,https://paloframework.org/docs/palo-knowledge-copilot-integrations.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-knowledge-reader-production.html,200,PALO Knowledge Reader: production profile | PALO Documentation,en,https://paloframework.org/docs/palo-knowledge-reader-production.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-mcp-host-qualification.html,200,PALO MCP Host Qualification | PALO Documentation,en,https://paloframework.org/docs/palo-mcp-host-qualification.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-microsoft-startup-student-credits.html,200,Microsoft funding routes for PALO | PALO Documentation,en,https://paloframework.org/docs/palo-microsoft-startup-student-credits.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-policywatcher-signal-operations.html,200,PALO and PolicyWatcher signal operations | PALO Documentation,en,https://paloframework.org/docs/palo-policywatcher-signal-operations.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-repository-reading-guide.html,200,How to Read and Use the PALO Repository | PALO Documentation,en,https://paloframework.org/docs/palo-repository-reading-guide.html,"index,follow",False,True,True
https://paloframework.org/docs/palo-v3-semantic-foundation.html,200,PALO v3.1.0 Semantic Foundation | PALO Documentation,en,https://paloframework.org/docs/palo-v3-semantic-foundation.html,"index,follow",True,True,True
https://paloframework.org/docs/palo-v3.1-governance-control-plane.html,200,PALO v3.1 Governance Control Plane | PALO Documentation,en,https://paloframework.org/docs/palo-v3.1-governance-control-plane.html,"index,follow",False,True,True
https://paloframework.org/docs/platform-evolution-analysis.html,200,PALO platform evolution analysis | PALO Documentation,en,https://paloframework.org/docs/platform-evolution-analysis.html,"index,follow",False,True,True
https://paloframework.org/docs/production-release-commit-checklist.html,200,Production release commit checklist | PALO Documentation,en,https://paloframework.org/docs/production-release-commit-checklist.html,"index,follow",False,True,True
https://paloframework.org/docs/site/palo-ai-governance-hub-page-copy.html,200,PALO-AI Governance Hub - website copy draft | PALO Documentation,en,https://paloframework.org/docs/site/palo-ai-governance-hub-page-copy.html,"noindex,follow",False,True,True
https://paloframework.org/evidence-pack/README.html,200,PALO Evidence Pack | PALO Documentation,en,https://paloframework.org/evidence-pack/README.html,"index,follow",False,True,True
https://paloframework.org/examples/agentic-interface/README.html,200,PALO Agentic Interface (PALO-AI) - Full-Cycle Developer Preview | PALO Documentation,en,https://paloframework.org/examples/agentic-interface/README.html,"index,follow",False,True,True
https://paloframework.org/examples/agentic-interface/integrations/actian/README.html,200,Actian Context Bridge profile | PALO Documentation,en,https://paloframework.org/examples/agentic-interface/integrations/actian/README.html,"index,follow",False,True,True
https://paloframework.org/examples/agentic-interface/knowledge-copilot/README.html,200,PALO Knowledge Copilot client examples | PALO Documentation,en,https://paloframework.org/examples/agentic-interface/knowledge-copilot/README.html,"index,follow",False,True,True
https://paloframework.org/examples/hands-on-demo/README.html,200,PALO-AI v2.7 compatibility demo - permission is not correctness | PALO Documentation,en,https://paloframework.org/examples/hands-on-demo/README.html,"index,follow",False,True,True
https://paloframework.org/examples/policy-as-code/README.html,200,PALO policy as code - Developer Preview | PALO Documentation,en,https://paloframework.org/examples/policy-as-code/README.html,"index,follow",False,True,True
https://paloframework.org/governance-hub/,200,PALO-AI Governance Hub,en,https://paloframework.org/governance-hub/,,True,True,True
https://paloframework.org/media/README.html,200,PALO-AI n8n architecture-preview media | PALO Documentation,en,https://paloframework.org/media/README.html,"index,follow",False,True,True
https://paloframework.org/media/palo-ai-n8n-demo-script.html,200,PALO-AI for n8n - Three-Minute Architecture Preview Demo | PALO Documentation,en,https://paloframework.org/media/palo-ai-n8n-demo-script.html,"index,follow",False,True,True
https://paloframework.org/packages/n8n-nodes-palo-ai/README.html,200,n8n-nodes-palo-ai | PALO Documentation,en,https://paloframework.org/packages/n8n-nodes-palo-ai/README.html,"index,follow",False,True,True
https://paloframework.org/packages/palo-mcp-server/README.html,200,PALO MCP services | PALO Documentation,en,https://paloframework.org/packages/palo-mcp-server/README.html,"index,follow",False,True,True
https://paloframework.org/palo_companion_app_page.html,200,P.A.L.O. Framework Toolbox App - Governance in Your Pocket,en,https://paloframework.org/PALO_CompanionApp.html,"noindex, follow",False,False,True
https://paloframework.org/poisoning-study/,200,The Poisoning Boomerang - When Defending Against AI Crawlers Becomes a Threat to Model Governance,en,https://paloframework.org/PALO_PoisoningStudy.html,"noindex, follow",False,False,True
https://paloframework.org/privacy-policy.html,200,Privacy Policy | PALO Framework,en,https://paloframework.org/privacy-policy.html,,True,True,True
https://paloframework.org/security-policy.html,200,Security Policy | PALO Framework,en,https://paloframework.org/security-policy.html,,True,True,True
https://paloframework.org/skills/palo-knowledge-copilot/SKILL.html,200,PALO Knowledge Copilot | PALO Documentation,en,https://paloframework.org/skills/palo-knowledge-copilot/SKILL.html,"index,follow",False,True,True
https://paloframework.org/skills/palo-knowledge-copilot/references/tool-profiles.html,200,Tool profiles | PALO Documentation,en,https://paloframework.org/skills/palo-knowledge-copilot/references/tool-profiles.html,"index,follow",False,True,True
https://paloframework.org/templates/board-review.html,200,Board and accountable-committee review pack | PALO Documentation,en,https://paloframework.org/templates/board-review.html,"index,follow",False,True,True
https://paloframework.org/templates/contribution-starter.html,200,PALO starter-library contribution | PALO Documentation,en,https://paloframework.org/templates/contribution-starter.html,"index,follow",False,True,True
https://paloframework.org/templates/incident-response.html,200,AI incident response record | PALO Documentation,en,https://paloframework.org/templates/incident-response.html,"index,follow",False,True,True
https://paloframework.org/templates/procurement.html,200,Procurement governance record | PALO Documentation,en,https://paloframework.org/templates/procurement.html,"index,follow",False,True,True
https://paloframework.org/templates/red-team-evidence.html,200,Red-team evidence record | PALO Documentation,en,https://paloframework.org/templates/red-team-evidence.html,"index,follow",False,True,True
